sequence,lamella_period
BCCCBBBCCBCBBCBCBBCCCBBCBBBBCBBB,15.0536066578
CBBBCBCCCBBCBBBBBBBCCCCCBBCBCCCC,15.36041302191
BCCCCCCCCCBCCCBCCBCBBCCCCCCCBCCC,15.6285011714
CCCCCCCCCBBBBBCCCCCCCCCBBCCCCCCC,15.8199039927
BBBBCBBCCBBCBBCBBCBBBBCBCBBCCBBC,15.24153779881
BCBBCBCBCBBCBCBCBCBCBCCBCCBCBCCB,14.83065193991
BBCBBBCCCBCBCBCCBBBCCBBBCBBBBBCC,15.0677554084
BCCCCCBBBBBCCCBCCCCCCBBBBBBBBBBB,15.3407022547
CBCBCBCBCCCCBBCBBCCBBBBBBBBBBBBC,15.3574768407
CBBBBBBBCBBBBBBCBBBBBBBBBBCCCCBB,14.60859792421
BBCCCCCCCCBBCCBBCBCCCCCCCCCCCCBB,15.6097584875
BBBCBCCCCCCCCBBBBBBBBBBBBBCBBBBB,15.94020829591
CCCCCCCCBCBCCCCCCCCCCCCCCCCCCCCC,16.4826587195
BBCCBCCCBBBCCCCCBBBCCCCCCBBBCBCC,15.4381285496
BBBBBBBBBBBBBBBBBCCCCCCCCCCCCCBB,17.08075523221
BBBCCBCBBBBCCBBCBCBCBBBCBCCBBCBC,14.62805320951
BBCBCBBCBCBCBBBCBBBBBBCBCBCBBCCB,14.5220169183
BBBBBCCCCCCCCCCCCCCCCCCCCCCCCCCC,17.16707177861
CBCBBCBCBCBCBBBCBBCBBBCBBCBCCBCB,14.5839041819
BCCCCCCBBBCCBBBCBBBCBBCCBBBBCCBB,15.2760621464
BCBBBBBBBBBCCCBBBBCCBBBBCCBCBCCB,15.21201852741
BBCBCBBCBCBBCBBBBBBBBBBBBCBBCBCB,14.6593156824
BBBBCBBBCCBBBBBBCBCCCBBCBBBCBBCB,15.04936403071
BCBBCCCBBBBCBBBBBCBCBCBBBCBCCCCB,15.08342193711
CBBCCBCBCBBBCCCCBCCCBBBBCCBBBCCB,15.30703547781
BCCCCCCCCCCBBCBBCCCCCCBBCCCCBBBC,15.1845307076
BBBBBBBBBBCCBBBBBBCCCBCCCCBBCBBC,15.58338987881
CBBBBCBBBCCBCCBBCCCCCBCCBBBBBCCC,15.39322039341
CCCCCCCCCCBCCCCCCCBCCCCCBCCCCCCC,16.1714280223
CCCBBBBBBBBBBBBBBCCCCCCBBBBBBBBB,15.0844109908
CCCBBBCCBBBBBBBBBBCBBBBBBBBCBBBC,14.944565635
CBBBBBBBBBBBBBBBBCCCCCCCCCBBBBBB,15.59036269551
CCBBBCCCBCCBCBBCCBBCCCBBBBBCCBCC,14.7781366141
CCCBBBBBBBBBBBBBBBBBCBBBBBBCCCCC,14.9501900694
CCCCCCBBCCCCCBCBCCCCCCCCCBCCCCCB,15.5412969857
BBCCBBCBCCBBBBBBBCCCCCCBBCCBBCBB,15.0956356975
BCBCBBCCCBBCBBBBCBCBCCBCBCBCCBBB,15.23209807131
BBBBBCBBBBBBBBCCBCBCCBBCCBBBBCBB,15.12540213771
BCBBCCCCBCBBCCCCCBCBCBCCCCBCBBCB,15.3213445551
BBBCCBBBBBBBBBBBBBCBCCBBCBCBCCCC,15.13477885851
CBBBCCBCCBCCCCCBBCCCCCCCCCBBCCBB,15.45118571251
CCBBBBBBBBBBBCCBCCCBBBCCCCCCBBBB,15.27624475511
BBBBBCCCBBBBCCCCBCCBBBBCBBCBCBCC,15.26915758021
CBBBCBBCBBCCCCBBBBCCCBCCBCBBBBCB,15.0680764781
BCBCBBBCBBCCBBCCCCBCCCBBBBCBBCCC,14.85639318151
CBCCCCCBCCBBCCCCCBBCCBBBBCBCBCCB,14.9727796034
CCBCBCCCBBBCBCBCBBBCBCCBBBBBCBCC,15.33969763981
BCBCCBBCCBCCBCCBBBCCBCCCCBBCBBCB,15.36158912971
CBCBCCBBCBCCBCCCCBCCBCBCBCBCBCBB,14.6982879816
BBBBBBCCCCCCCBBBCCBCBCCCCCBCCCCC,16.13828309391
CCBCCBCCCCCCCCBCCCCCCCCBCBCCCBBC,15.72079868251
BBBCCCCCCCBBCCCCCBCCCCBBBCBBBBBB,15.22099922261
CBCCBCCCBCBBBBCCCBCCBBBCBCBCBBCB,15.3445689692
BBBBBBBBBBBBBBBBBBBBBCBBBBBBBBBB,15.21219759111
CCCCBBBCCCCBBBBBCCCCCCCCCCCCCCCC,16.1149216145
BCCCCCCBCCBBBBCCCBBCCBBCCBCCBCCB,15.3267934158
BBBBCCCCCCCBCBBBBBBBBBBBBBBBBBBC,15.69183225561
CCCBBCBBBBCBCCCCCCCBBCBCCCCCCCCC,15.7851789265
CCBBBBCCCBCBBBBBBBCCCCBCBBBBBBBC,15.03982974351
BCBBCBCBBBCBBCBCBCBCBCBCBBCBCBBC,14.61598037671
CCCCCCBCCCCCBCCCCBBBBBBBBBBBBBBB,17.6106077673
BBBCCCCCCCCCCCCCCCCCCCCCCCCBBBBB,15.05954145291
BCCCCCBBCCBBCBCBBBBCBBCBCBCBCBBB,15.2328566943
BBBBBBBBBBBBBBBBBBBBBBBBBCCCCCBB,15.27518568111
CCCCCCCCCCBBBBBBBBBBCCCCCCCCCCCC,15.769068579
CBBCCBCCBCBCBBBCBBCCCBCCBBCBCBBC,15.18486024831
CCCBBBBCCCBCBBBCBCCCCBBCBBCCCCBC,15.4875670384
CBBBBBBCBCCBCBCBBCCCBBCCCBCBCCCC,15.76271927521
CCCCBCBCBBBBCBCBCBCCCCBCCCCCBCCC,15.6470878988
BCBBCBBCCBBCBBBCCCCBCCCCCBBCCBCB,15.54957420831
BBCBBCCBBCCCBBBBCCBBBCBCBCBBCBBB,15.1671742186
CBCBCBBCBBCBCBCBBCBCBCBCCBCBCCBB,14.6015889394
BCCBCCCCBCBCCCBCCCCBBCCCBBBBBBCC,15.3507364185
BBBCBBCBCCCCCCBCCCBBCBCCCBBCBBCC,15.60477843781
CBBBBCCCBBBBBBBBBBBBBBBCCCCCCCCC,15.67349255921
CCBCCCCCCCBCCCCCBBBCCBCBBBCCCCCB,15.75054084741
CCCCCBCCCCCBCCCCCBCCBCBBCCBCCCBB,15.7243617416
BBBBBBBCCCCCBBBBBBCCBBBCCBCBBBBB,14.99465658991
BCBCCCCBBBCCCBCCCBCCBCCBCCCBBCBB,15.4197301361
BCCBBBBCBCCBCBCBBCBBBBCBCBCBCBCB,15.0479466604
BBBCCBCCCCCCCCBBBCCBCBCBCCCCCCCC,15.57358544651
CBBBBBCBCBCBBBBCBCBCBBBCBCBCBCBB,14.55893104621
BBBBBBBBBBBBBCCCBBBBBBBBBBBBCBBB,15.07445807031
BBCBCCCCCBBCBCCCBBCBBBCCCCBBCBCB,14.7416810992
CCCBBCBBBCBCBCCBCBCCBCBCBCBCBCBB,14.610303024
BBBBCCCBBBBBBBBBBBBBBBBBBBBBBBBC,14.97157031121
BCCBBCBCCBCBCBCCBCCCCBCCBCBBBCCC,15.0174598934
BCCCCBBBBBCCCBBBBBCCCCBCCCCCCBCB,15.3331889476
CCCBBCCBBBBBCCCCCCCCCCCCCCCCCCCC,16.6162644108
CBBBBCCBCBBCBCBBBBCCBBCBCCCBBBBC,15.25283455731
CCCBCCCCBCBCBCCCBCCBBBBBBBBBCCBC,15.5331159957
CBBBCCBBBCBBCBCBCBCCCBCBBCCBCBBB,15.25422302851
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCB,16.3794336051
BBBCBCCCCCCBBBBCBBBBCCBBBBBBCBCC,15.18209827521
CCBCCBCBBBCCCCBBCCCBCCCBCBCBBCCB,15.27754904971
CBCCCCCBCBCBCBBBBBBBCCBCBBBCBBCB,15.3561876076
BCCCCBCCBCCCBBCCCCBCBBCBBBCCCCCC,15.5452079175
BBCCBBBBBBBBCBBBBBBBCCCCCCBCBBBB,14.7265107173
BBCBCBBBBCBCCCBCBBBCBCCCBCBCCCBC,15.4657356213
BCCBBBBBBBCCCBBBBBBBBBBBCCCCCCCC,15.479675048
BBCCBBBBBBBBBBBCCCCCCCCCCCCCBBBB,15.7562091724
BCCBBBCCCCCBCBBCBBBCCBBCCCBBBCCC,15.2745808728
BBBBBBBBBBBBBBBBBCCCBBBBBBBBBBBB,15.11869353421
BCBCBCBBBBBCCCBCCBCCCBCBBCCCBBBB,15.28035116511
CBCBBCBBBCCCCCBBCCCCCBBCCCCCCBCB,15.5831435396
